,Unnamed: 0,artist,title,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,popularity,top year,hip_hop,other,pop,rap,rock,group,solo
697,902,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),93,66,58,-5,11,43,189,2,30,80,2019,0,0,0,1,0,0,1
698,903,A Boogie Wit da Hoodie,Look Back at It,96,59,79,-5,15,54,179,41,4,78,2019,0,0,0,1,0,0,1
699,904,AJ Tracey,Ladbroke Grove,134,84,90,-9,10,73,191,9,21,73,2019,0,1,0,0,0,0,1
700,905,Anuel AA,China,105,81,79,-4,8,61,302,8,9,80,2019,0,1,0,0,0,0,1
701,906,Anuel AA,Secreto,92,80,81,-4,14,71,259,60,13,79,2019,0,1,0,0,0,0,1
702,907,Ariana Grande,7 rings,140,32,78,-11,9,33,179,59,33,88,2019,0,0,1,0,0,0,1
703,908,Ariana Grande,"thank u, next",107,65,72,-6,10,41,207,23,7,85,2019,0,0,1,0,0,0,1
704,911,Ashley O,On A Roll,125,81,74,-6,5,39,154,8,9,62,2019,0,0,1,0,0,0,1
705,912,Bad Bunny,Callaita,176,62,61,-5,24,24,251,60,31,86,2019,0,1,0,0,0,0,1
706,913,Bad Bunny,MIA (feat. Drake),97,54,82,-6,10,16,210,1,6,82,2019,0,1,0,0,0,0,1
707,915,Billie Eilish,bad guy,135,43,70,-11,10,56,194,33,38,88,2019,0,0,1,0,0,0,1
708,917,Billie Eilish,bury a friend,120,39,91,-15,11,20,193,74,33,80,2019,0,0,1,0,0,0,1
709,918,BLACKPINK,Kill This Love,132,84,76,-5,23,65,191,32,19,79,2019,0,0,1,0,0,1,0
710,919,Blanco Brown,The Git Up,98,68,85,-9,27,81,201,7,11,74,2019,0,1,0,0,0,0,1
711,921,BTS,Boy With Luv (feat. Halsey),120,86,65,-5,19,80,230,9,8,86,2019,0,0,1,0,0,1,0
712,922,Cardi B,Please Me,134,57,75,-7,8,65,201,6,8,79,2019,0,0,1,0,0,0,1
713,923,Cardi B,Money,130,59,95,-7,11,22,184,1,29,78,2019,0,0,1,0,0,0,1
714,925,Dave,Location (feat. Burna Boy),110,50,81,-6,10,55,241,27,30,81,2019,1,0,0,0,0,0,1
715,926,Doja Cat,Juicy,170,66,79,-3,7,46,202,9,7,62,2019,0,0,1,0,0,0,1
716,928,Drake,Money In The Grave (Drake ft. Rick Ross),101,50,83,-4,12,10,205,10,5,82,2019,1,0,0,0,0,0,1
717,929,Dua Lipa,Don't Start Now,124,79,79,-5,10,68,183,1,8,84,2019,0,0,1,0,0,0,1
718,930,Ed Sheeran,Take Me Back to London (feat. Stormzy),138,76,89,-6,16,61,190,22,22,71,2019,0,0,1,0,0,0,1
719,931,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),95,79,75,-6,7,61,206,21,12,69,2019,0,0,1,0,0,0,1
720,934,Gesaffelstein,Lost in the Fire (feat. The Weeknd),101,67,66,-12,12,17,202,9,4,89,2019,0,1,0,0,0,0,1
721,935,Halsey,Without Me,136,49,75,-7,9,53,202,30,7,82,2019,0,0,1,0,0,0,1
722,938,J. Cole,MIDDLE CHILD,124,36,84,-12,27,46,214,15,28,85,2019,1,0,0,0,0,0,1
723,939,Jax Jones,All Day And Night,122,78,59,-4,16,52,169,27,9,64,2019,0,0,1,0,0,0,1
724,940,Joel Corry,Sorry,125,79,74,-5,32,85,189,5,6,68,2019,0,0,1,0,0,0,1
725,941,Jonas Brothers,Sucker,138,73,84,-5,11,95,181,4,6,84,2019,0,1,0,0,0,1,0
726,942,Jonas Brothers,Only Human,94,50,80,-6,6,87,183,11,7,76,2019,0,1,0,0,0,1,0
727,943,Juice WRLD,Robbery,80,69,62,-5,15,57,240,33,5,84,2019,0,0,0,1,0,0,1
728,945,Kehlani,Nights Like This (feat. Ty Dolla $ign),146,73,61,-5,15,29,202,37,15,80,2019,0,0,1,0,0,0,1
729,946,Khalid,Better,98,55,60,-10,10,11,229,8,10,81,2019,0,0,1,0,0,0,1
730,947,Khalid,Talk (feat. Disclosure),136,40,90,-9,6,35,198,5,13,76,2019,0,0,1,0,0,0,1
731,948,Kodak Black,ZEZE (feat. Travis Scott & Offset),98,60,86,-6,9,50,229,5,18,82,2019,0,0,0,1,0,0,1
732,949,Lady Gaga,Shallow,96,39,57,-6,23,32,216,37,3,87,2019,0,0,1,0,0,0,1
733,953,Lewis Capaldi,Grace,104,56,72,-6,17,49,186,44,3,72,2019,0,0,1,0,0,0,1
734,960,Lunay,Soltera - Remix,92,78,80,-4,44,80,266,36,4,74,2019,0,1,0,0,0,0,1
735,961,Maggie Rogers,Light On,102,57,66,-6,13,40,234,20,5,72,2019,0,0,1,0,0,0,1
736,962,Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),114,79,60,-6,39,24,217,1,7,84,2019,0,0,1,0,0,0,1
737,964,Marshmello,One Thing Right,88,63,66,-2,58,44,182,6,5,77,2019,0,1,0,0,0,0,1
738,966,Meek Mill,Going Bad (feat. Drake),86,50,89,-6,25,54,181,26,9,83,2019,1,0,0,0,0,0,1
739,967,Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),99,81,87,-5,21,57,199,0,16,73,2019,0,0,1,0,0,0,1
740,970,NLE Choppa,Shotta Flow (feat. Blueface) [Remix],120,51,89,-5,14,57,177,3,42,74,2019,1,0,0,0,0,0,1
741,972,NSG,Options,102,62,84,-5,10,76,240,39,9,62,2019,0,1,0,0,0,1,0
742,973,Offset,Clout (feat. Cardi B),140,62,92,-7,12,42,206,23,10,73,2019,1,0,0,0,0,0,1
743,974,Panic! At The Disco,High Hopes,82,90,58,-3,6,68,191,19,6,85,2019,0,0,0,0,1,1,0
744,977,Post Malone,Circles,120,76,70,-3,9,55,215,19,4,89,2019,0,0,0,1,0,0,1
745,980,Post Malone,Wow.,100,54,83,-7,10,39,150,14,21,83,2019,0,0,0,1,0,0,1
746,985,Sam Feldt,Post Malone (feat. RANI),107,64,59,-4,11,65,174,8,12,74,2019,0,0,1,0,0,0,1
747,988,Shawn Mendes,Señorita,117,55,76,-6,8,75,191,4,3,83,2019,0,0,1,0,0,0,1
748,989,Shawn Mendes,If I Can't Have You,124,81,69,-4,15,86,191,52,6,78,2019,0,0,1,0,0,0,1
749,991,Stormzy,Vossi Bop,188,65,68,-6,13,43,196,13,34,69,2019,0,1,0,0,0,0,1
750,994,Taylor Swift,You Need To Calm Down,85,67,77,-6,6,71,171,1,6,81,2019,0,0,1,0,0,0,1
751,997,Wiley,Boasty (feat. Idris Elba),103,77,89,-5,9,46,177,1,7,68,2019,0,1,0,0,0,0,1
752,998,Young T & Bugsey,Strike a Pose (feat. Aitch),138,58,53,-6,10,59,214,1,10,67,2019,0,1,0,0,0,1,0
753,999,Young Thug,The London (feat. J. Cole & Travis Scott),98,59,80,-7,13,18,200,2,15,75,2019,1,0,0,0,0,0,1
